date,type,registration,operator,fatalities,location,country,cat,year
15-JUL-1981,Beech 200 Super King Air,N631SR,Puget Sound Tug & Barge Co.,6.0,Puget Sound Tug & Barge Co.,USA,A1,1981
15-JUL-1981,Antonov An-2T,CCCP-01883,"Aeroflot, East Siberia",0.0,"Aeroflot, East Siberia",Russia,A1,1981
18-JUL-1981,Canadair CL-44D4-6,LV-JTN,TAR,4.0,TAR,Armenia,A1,1981
20-JUL-1981,Fokker F-27 Friendship 600RF,6O-SAY,Somali Airlines,50.0,Somali Airlines,Somalia,A1,1981
20-JUL-1981,BN-2A-6 Islander,N116DW,Dorado Wings,0.0,Dorado Wings,Puerto Rico,A1,1981
21-JUL-1981,Antonov An-24V,SP-LTI,LOT,0.0,LOT,Germany,H2,1981
21-JUL-1981,Antonov An-2R,YR-PVJ,Aviatia Utilitara,0.0,Aviatia Utilitara,Romania,A1,1981
24-JUL-1981,DHC-6 Twin Otter 300,5R-MGB,Air Madagascar,19.0,Air Madagascar,Madagascar,A1,1981
25-JUL-1981,Douglas DC-3A,HK-772,Transamazonica Colombia,3.0,Transamazonica Colombia,Colombia,A1,1981
27-JUL-1981,DC-9-32,XA-DEN,AeromÃ©xico,30.0,AeromÃ©xico,Mexico,A1,1981
30-JUL-1981,Antonov An-2R,CCCP-07422,"Aeroflot, Kazakstan",0.0,"Aeroflot, Kazakstan",Kazakhstan,A1,1981
31-JUL-1981,Curtiss C-46D,CC-CAT,LATISA,5.0,LATISA,Chile,A1,1981
31-JUL-1981,DHC-6 Twin Otter 300,FAP-205,Panamese AF,7.0,Panamese AF,Panama,A1,1981
01-AUG-1981,Ilyushin Il-14M,CCCP-91517,"Aeroflot, Magadan",11.0,"Aeroflot, Magadan",Russia,A1,1981
01-AUG-1981,Douglas C-47B (DC-3),F-BJHC,HÃ©met Exploration,6.0,HÃ©met Exploration,Mozambique,C1,1981
03-AUG-1981,Douglas C-53 (DC-3),FAC-1128,SATENA,0.0,SATENA,Colombia,A1,1981
05-AUG-1981,Antonov An-24V,SP-LTI,LOT,0.0,LOT,Poland,H2,1981
07-AUG-1981,Douglas C-47B (DC-3),CC-CBW,Aerocor - Aerolineas Cordillera,0.0,Aerocor - Aerolineas Cordillera,Chile,A2,1981
09-AUG-1981,Antonov An-2TP,CCCP-29354,Kamchatka Civil Aviation Prod. Ass.,,Kamchatka Civil Aviation Prod. Ass.,Russia,A1,1981
10-AUG-1981,Ford 5-AT-B Tri-Motor,N76GC,Grand Canyon Airlines,0.0,Grand Canyon Airlines,USA,O1,1981
11-AUG-1981,Douglas DC-4,HK-136,SADELCA Colombia,0.0,SADELCA Colombia,Colombia,A1,1981
11-AUG-1981,Antonov An-24V,SP-LTT,LOT,0.0,LOT,Poland,H2,1981
18-AUG-1981,Vickers 745D Viscount,N7407,Airgo,0.0,Airgo,USA,O1,1981
19-AUG-1981,HAL-748,VT-DXF,Indian Airlines,0.0,Indian Airlines,India,A1,1981
22-AUG-1981,Boeing 737-222,B-2603,FEAT,110.0,FEAT,Taiwan,A1,1981
22-AUG-1981,Antonov An-24V,SP-LTC,LOT,0.0,LOT,Germany,H2,1981
24-AUG-1981,Antonov An-24RV,CCCP-46653,"Aeroflot, Far East",31.0,"Aeroflot, Far East",Russia,A1,1981
25-AUG-1981,BN-2A-21 Islander,7P-LAE,Lesotho Airways,0.0,Lesotho Airways,Lesotho,A1,1981
26-AUG-1981,Vickers 745D Viscount,HK-1320,Aeropesca Colombia,50.0,Aeropesca Colombia,Colombia,A1,1981
27-AUG-1981,Douglas C-47B (DC-3),ET-AGX,RRC Air Services,0.0,RRC Air Services,Ethiopia,A1,1981
29-AUG-1981,Yakovlev Yak-40,CCCP-87346,"Aeroflot, Far East",3.0,"Aeroflot, Far East",Russia,A1,1981
31-AUG-1981,Boeing 720-023B,OD-AFR,MEA,0.0,MEA,Lebanon,C1,1981
02-SEP-1981,Embraer EMB-110P1 Bandeirante,HK-2651,El Venado,20.0,El Venado,Colombia,A1,1981
07-SEP-1981,Kaiser-Frazer C-119L Flying Boxcar,N8504W,private,0.0,private,USA,A1,1981
07-SEP-1981,BN-2A Trislander Mk.III,C-GSZI,Questor Surveys,0.0,Questor Surveys,Canada,A1,1981
08-SEP-1981,Tupolev Tu-154B-2,CCCP-85448,"Aeroflot, Uralsk",0.0,"Aeroflot, Uralsk",Uzbekistan,O1,1981
09-SEP-1981,Antonov An-2R,SP-WMN,ZUA,,ZUA,Poland,A1,1981
09-SEP-1981,Antonov An-2R,CCCP-07601,"Aeroflot, Privolzhsk",0.0,"Aeroflot, Privolzhsk",Uzbekistan,A1,1981
13-SEP-1981,Antonov An-2R,CCCP-32475,"Aeroflot, Privolzhsk",0.0,"Aeroflot, Privolzhsk",Russia,A1,1981
15-SEP-1981,Boeing 747-230B,HL7447,KAL,0.0,KAL,Philippines,A2,1981
16-SEP-1981,Antonov An-2TP,CCCP-40523,"Aeroflot, Yakutsk",,"Aeroflot, Yakutsk",Russia,A1,1981
18-SEP-1981,Yakovlev Yak-40,CCCP-87455,"Aeroflot, East Siberia",33.0,"Aeroflot, East Siberia",Russia,A1,1981
18-SEP-1981,Antonov An-24V,SP-LTG,LOT,0.0,LOT,Germany,H2,1981
18-SEP-1981,BN-2A-27 Islander,G-BDNP,JEA,0.0,JEA,U.K.,A1,1981
21-SEP-1981,Lockheed C-130H Hercules,74-1672,USAF,7.0,USAF,USA,A1,1981
22-SEP-1981,Lockheed L-1011 TriStar 1,N309EA,Eastern Air Lines,0.0,Eastern Air Lines,USA,A2,1981
22-SEP-1981,Antonov An-24V,SP-LTK,LOT,0.0,LOT,Poland,H2,1981
22-SEP-1981,DC-10-30CF,N101TV,Air Florida,0.0,Air Florida,USA,A2,1981
26-SEP-1981,Boeing 727-2H9,YU-AKF,JAT,0.0,JAT,Cyprus,H2,1981
29-SEP-1981,Lockheed C-130H Hercules,5-8552,Iran AF,80.0,Iran AF,Iran,A1,1981
29-SEP-1981,Antonov An-24V,SP-LTP,LOT,0.0,LOT,Poland,H2,1981
29-SEP-1981,Boeing 737-200,no registeration,Indian Airlines,0.0,Indian Airlines,Pakistan,H2,1981
??-SEP-1981,Douglas DC-6,N62242,Unknown,,Unknown,Colombia,A1,1981
01-OCT-1981,Learjet 24,N44CJ,Sky Train Air,3.0,Sky Train Air,USA,A1,1981
02-OCT-1981,CC-123 Otter (DHC-3),9417,Canadian Armed Forces,3.0,Canadian Armed Forces,Canada,A1,1981
05-OCT-1981,BAC One-Eleven,no registeration,USAir,0.0,USAir,USA,H2,1981
06-OCT-1981,Fokker F-28 Fellowship 4000,PH-CHI,NLM Cityhopper,17.0,NLM Cityhopper,Netherlands,A1,1981
07-OCT-1981,Douglas C-47A (DC-3),ET-AHR,Ethiopian Airlines,0.0,Ethiopian Airlines,Ethiopia,A1,1981
08-OCT-1981,Fairchild F-27M,N777DG,Pacific Alaska,0.0,Pacific Alaska,USA,O1,1981
12-OCT-1981,Lockheed C-130H Hercules,CNA-OH,Moroccan AF,5.0,Moroccan AF,Western Sahara,C1,1981
13-OCT-1981,Boeing 737-2K2C,PH-TVC,Air Malta,0.0,Air Malta,Egypt,C2,1981
21-OCT-1981,Curtiss C-46A,HK-388,Aeropesca Colombia,0.0,Aeropesca Colombia,Colombia,H1,1981
21-OCT-1981,Tupolev Tu-154B,HA-LCF,Malev,0.0,Malev,Czech Rep.,A1,1981
23-OCT-1981,DC-10,no registeration,American Airlines,0.0,American Airlines,USA,H2,1981
23-OCT-1981,Boeing 707-331C,OD-AGT,TMA,0.0,TMA,Japan,A1,1981
26-OCT-1981,Lockheed L-749A Constellation (VC-121B),HI-328,Aerolineas Argo,3.0,Aerolineas Argo,U.S. Virgin Isl.,A1,1981
28-OCT-1981,BN-2A Trislander Mk.III-2,EL-AIC,Air Liberia,0.0,Air Liberia,Liberia,U1,1981
29-OCT-1981,CASA C-212 Aviocar 200,no registeration,SANSA,0.0,SANSA,El Salvador,H2,1981
31-OCT-1981,DHC-6 Twin Otter 300,TJ-CBC,Cameroon Airlines,1.0,Cameroon Airlines,Cameroon,A1,1981
31-OCT-1981,Antonov An-2R,MT-613,MIAT,,MIAT,Mongolia,A1,1981
08-NOV-1981,DC-9-32,XA-DEO,AeromÃ©xico,18.0,AeromÃ©xico,Mexico,A1,1981
09-NOV-1981,Antonov An-2R,SP-WPT,ZUA,0.0,ZUA,Sudan,A1,1981
13-NOV-1981,Learjet 55,N57TA,Gates Learjet,2.0,Gates Learjet,South Africa,A1,1981
16-NOV-1981,Tupolev Tu-154B-2,CCCP-85480,"Aeroflot, Krasnoyarsk",99.0,"Aeroflot, Krasnoyarsk",Russia,A1,1981
16-NOV-1981,AÃ©rospatiale SN.601 Corvette,TY-BBK,Benin Government,4.0,Benin Government,Nigeria,A1,1981
18-NOV-1981,DHC-6 Twin Otter 300,VP-FAW,British Antarctic Survey,0.0,British Antarctic Survey,Antarctica,O1,1981
21-NOV-1981,Douglas C-47 (DC-3),no registeration,Guatemala AF,4.0,Guatemala AF,Guatemala,A1,1981
26-NOV-1981,Boeing 707-337C,VT-DVB,Air-India,0.0,Air-India,South Africa,H2,1981
26-NOV-1981,Antonov An-2P,CCCP-01808,"Aeroflot, Komi",15.0,"Aeroflot, Komi",Russia,A1,1981
26-NOV-1981,Antonov An-2TP,CCCP-40564,"Aeroflot, Komi",0.0,"Aeroflot, Komi",Russia,A2,1981
28-NOV-1981,Fokker F-27 Friendship 400,5A-DBE,Libyan Arab Airlines,0.0,Libyan Arab Airlines,Libya,A1,1981
30-NOV-1981,Douglas DC-6A,N3486F,Guyana Airways,3.0,Guyana Airways,Saint Lucia,A1,1981
01-DEC-1981,DC-9-81 (MD-81),YU-ANA,Inex-Adria Aviopromet,180.0,Inex-Adria Aviopromet,France,A1,1981
02-DEC-1981,Douglas DC-4-1009,C-FJRW,Aero Trades (Western),0.0,Aero Trades (Western),Canada,A1,1981
05-DEC-1981,Boeing 707,no registeration,TWA,0.0,TWA,USA,H2,1981
06-DEC-1981,Ilyushin Il-62M,CCCP-86508,"Aeroflot, International",0.0,"Aeroflot, International",Russia,O1,1981
07-DEC-1981,DC-9,no registeration,AVENSA,0.0,AVENSA,Cuba,H2,1981
07-DEC-1981,Boeing 727,no registeration,AVENSA,0.0,AVENSA,Cuba,H2,1981
07-DEC-1981,Boeing 727-200,no registeration,Libyan Arab Airlines,0.0,Libyan Arab Airlines,Lebanon,H2,1981
09-DEC-1981,Douglas C-47A (DC-3),YSL-47,Turkish AF,5.0,Turkish AF,Turkey,A1,1981
10-DEC-1981,Hawker Siddeley DH-125-1A,XA-ESQ,SENSA,0.0,SENSA,USA,A1,1981
12-DEC-1981,Boeing 727-25,YN-BXW,Aeronica,0.0,Aeronica,Mexico,C2,1981
16-DEC-1981,Boeing 727-2J4,OY-SAT,Sterling Airways,0.0,Sterling Airways,Canada,A2,1981
16-DEC-1981,Boeing 707-124,HI-384HA,Hispaniola,0.0,Hispaniola,USA,A1,1981
18-DEC-1981,DHC-6 Twin Otter 300,HK-2216,ACES,13.0,ACES,Colombia,A1,1981
18-DEC-1981,Antonov An-2TP,CCCP-92858,"Aeroflot, Magadan",0.0,"Aeroflot, Magadan",Russia,A1,1981
23-DEC-1981,Antonov An-26,CCCP-26505,"Aeroflot, Krasnoyarsk",2.0,"Aeroflot, Krasnoyarsk",Russia,A1,1981
28-DEC-1981,Douglas C-47B (DC-3),FAH-313,Honduras AF,2.0,Honduras AF,Honduras,A1,1981
29-DEC-1981,Hawker Siddeley HS-748,C-GEPH,Eastern Provincial Airways,0.0,Eastern Provincial Airways,Canada,A1,1981
??-???-1981,Douglas C-118A (DC-6),N2949F,GAF Int. Service,,GAF Int. Service,Bahamas,A1,1981
??-???-1981,Douglas DC-4,N122AC,Southern Aero Trades Inc,,Southern Aero Trades Inc,Colombia,U1,1981
??-???-1981,DHC-5D Buffalo,920,Chilean AF,,Chilean AF,Chile,A1,1981
??-???-1981,Douglas C-47B (DC-3),5N-ARA,Arax Airlines,,Arax Airlines,Nigeria,U1,1981
02-JAN-1982,Beech UC-12B Huron,161189,US Navy,1.0,US Navy,USA,A1,1982
07-JAN-1982,Boeing 727-114,HK-2637,Aerotal Colombia,0.0,Aerotal Colombia,Colombia,H2,1982
07-JAN-1982,Let L-410M,CCCP-67290,"Aeroflot, Georgia",18.0,"Aeroflot, Georgia",Russia,A1,1982
08-JAN-1982,Swearingen SA227-AC Metro III,HB-LNB,Crossair,0.0,Crossair,Switzerland,A2,1982
11-JAN-1982,Learjet 25XR,HZ-GP5,Redec Aviation,2.0,Redec Aviation,Greenland,A1,1982
13-JAN-1982,Boeing 737-222,N62AF,Air Florida,,Air Florida,USA,A1,1982
14-JAN-1982,Antonov An-26,no registeration,Ethiopian AF,73.0,Ethiopian AF,Ethiopia,A1,1982
16-JAN-1982,Yakovlev Yak-40,CCCP-87902,"Aeroflot, Kazakstan",0.0,"Aeroflot, Kazakstan",Kazakhstan,A1,1982
17-JAN-1982,Convair CV-440-75,N21DR,Island Airlines Hawaii,0.0,Island Airlines Hawaii,USA,A1,1982
18-JAN-1982,Convair HC-131A (CV-240),5786,US Coast Guard,0.0,US Coast Guard,USA,A1,1982
19-JAN-1982,Canadair CL-44D4-1,HC-BHS,AECA,0.0,AECA,USA,A1,1982
21-JAN-1982,Douglas DC-3A,N211TA,Tursair,0.0,Tursair,USA,A1,1982
21-JAN-1982,Douglas C-54E (DC-4),49148,French Navy,7.0,French Navy,New Caledonia,A1,1982
23-JAN-1982,DC-10-30CF,N113WA,World Airways,2.0,World Airways,USA,A1,1982
25-JAN-1982,Antonov An-24RV,YR-BMD,Tarom,7.0,Tarom,Romania,A1,1982
25-JAN-1982,Antonov An-2R,HA-MBI,Ministry for Agriculture and Nutrition,,Ministry for Agriculture and Nutrition,Hungary,A1,1982
26-JAN-1982,Boeing 707-348C,7O-ACJ,Alyemda,0.0,Alyemda,Syria,C1,1982
27-JAN-1982,Boeing 727-114,HK-2637X,Aerotal Colombia,0.0,Aerotal Colombia,Colombia,H2,1982
01-FEB-1982,Beech 99,N451C,Pilgrim Airlines,0.0,Pilgrim Airlines,USA,A1,1982
02-FEB-1982,Boeing 737-200,no registeration,Air Florida,0.0,Air Florida,Cuba,H2,1982
03-FEB-1982,Nord 2501 Noratlas,140,French AF,36.0,French AF,Djibouti,A1,1982
04-FEB-1982,Beech 200 Super King Air,YV-426P,Unknown,,Unknown,Venezuela,A1,1982
05-FEB-1982,Canadair CL-44D4-2,TR-LVO,Affretair,0.0,Affretair,Zimbabwe,O1,1982
05-FEB-1982,Fairchild C-123J Provider,no registeration,South Korea AF,53.0,South Korea AF,South Korea,A1,1982
07-FEB-1982,Fairchild C-119 Flying Boxcar,no registeration,Indian AF,23.0,Indian AF,India,A1,1982
09-FEB-1982,DC-8-61,JA8061,JAL,24.0,JAL,Japan,A1,1982
09-FEB-1982,Douglas C-47A (DC-3),RP-C141,Trans Air Services,3.0,Trans Air Services,Philippines,A1,1982
11-FEB-1982,Antonov An-26,26264,Vietnam People's Air Force,1.0,Vietnam People's Air Force,Vietnam,C1,1982
11-FEB-1982,Let L-410M,CCCP-67237,"Aeroflot, Yakutsk",0.0,"Aeroflot, Yakutsk",Russia,O1,1982
13-FEB-1982,Boeing 727-200,no registeration,Braniff Airways,0.0,Braniff Airways,USA,H2,1982
16-FEB-1982,NAMC YS-11A-621,N169RV,Reeve Aleutian Airways,0.0,Reeve Aleutian Airways,USA,A2,1982
17-FEB-1982,Boeing 727-235,N4734,Pan Am,0.0,Pan Am,USA,A2,1982
19-FEB-1982,Douglas DC-6BF,HK-1706,LAC Colombia,4.0,LAC Colombia,Colombia,A1,1982
20-FEB-1982,BN-2A-9 Islander,G-BBRP,Army Parachute Association,0.0,Army Parachute Association,U.K.,A1,1982
21-FEB-1982,DHC-6 Twin Otter 100,N127PM,Pilgrim Airlines,1.0,Pilgrim Airlines,USA,A1,1982
24-FEB-1982,Boeing 707-300,no registeration,Kuwait Airways,0.0,Kuwait Airways,Lebanon,H2,1982
26-FEB-1982,Boeing 737-2R8C,5H-ATC,Air Tanzania,0.0,Air Tanzania,U.K.,H2,1982
01-MAR-1982,Boeing 727,no registeration,United Airlines,0.0,United Airlines,USA,H2,1982
03-MAR-1982,BN-2A-27R Islander,HC-BFJ,ATESA,,ATESA,Unknown country,U1,1982
07-MAR-1982,Lockheed C-141B Starlifter,67-0017,USAF,0.0,USAF,USA,O1,1982
10-MAR-1982,BN-2A-20 Islander,P2-HAC,Heron Air Charter,,Heron Air Charter,P.N. Guinea,U1,1982
11-MAR-1982,DHC-6 Twin Otter 300,LN-BNK,WiderÃ¸es Flyveselskap,15.0,WiderÃ¸es Flyveselskap,Norway,A1,1982
13-MAR-1982,Boeing KC-135A,57-1489,USAF,4.0,USAF,USA,A1,1982
15-MAR-1982,Antonov An-26,53,Soviet Navy,9.0,Soviet Navy,Russia,A1,1982
17-MAR-1982,Airbus A300B4-203,F-BVGK,Air France,0.0,Air France,Yemen,A1,1982
17-MAR-1982,BN-2A-21 Islander,3003,Philippine AF,,Philippine AF,Unknown country,U1,1982
19-MAR-1982,Boeing KC-135A,58-0031,USAF,27.0,USAF,USA,A1,1982
20-MAR-1982,Fokker F-28 Fellowship 1000,PK-GVK,Garuda,27.0,Garuda,Indonesia,A1,1982
21-MAR-1982,Lockheed L-188AF Electra,N5504,Zantop,0.0,Zantop,USA,O1,1982
21-MAR-1982,Lockheed L-188AF Electra,N5516,Zantop,0.0,Zantop,USA,O1,1982
26-MAR-1982,Dornier 228-100,D-IFNS,Dornier,3.0,Dornier,Germany,A1,1982
26-MAR-1982,Vickers 745D Viscount,HK-2382,Aeropesca Colombia,21.0,Aeropesca Colombia,Colombia,A1,1982
??-MAR-1982,Douglas C-117D (DC-3),N117RR,Foreman Flying Service,,Foreman Flying Service,Unknown country,U1,1982
05-APR-1982,Boeing 727,no registeration,Delta Air Lines,0.0,Delta Air Lines,Cuba,H2,1982
11-APR-1982,Lockheed L-100-20 Hercules,C-FPWK,Northwest Territorial Airways,0.0,Northwest Territorial Airways,Canada,O1,1982
11-APR-1982,Antonov An-2T,CCCP-62489,"Aeroflot, Yakutsk",,"Aeroflot, Yakutsk",Russia,A1,1982
13-APR-1982,Lockheed C-130H Hercules,74-1678,USAF,27.0,USAF,Turkey,A1,1982
14-APR-1982,Swearingen SA226-TC Metro II,ZS-KYA,Magnum Airlines,0.0,Magnum Airlines,South Africa,A1,1982
17-APR-1982,A.W. AW-650 Argosy 102,G-APRN,Air Bridge Carriers,0.0,Air Bridge Carriers,U.K.,A1,1982
22-APR-1982,Antonov An-24V,YI-AEO,Iraqi Airways,,Iraqi Airways,Iraq,A1,1982
24-APR-1982,Antonov An-12B,CCCP-11107,"Aeroflot, International",0.0,"Aeroflot, International",Russia,A1,1982
26-APR-1982,Hawker Siddeley HS-121 Trident 2E,B-266,CAAC,112.0,CAAC,China,A1,1982
28-APR-1982,DHC-7-102,HR-AND,ANHSA,0.0,ANHSA,Cuba,H2,1982
29-APR-1982,Lockheed C-130H Hercules,HC-BEF/FAE743,Ecuador Air Force,7.0,Ecuador Air Force,Ecuador,A1,1982
30-APR-1982,Antonov An-24V,SP-LTG,LOT,0.0,LOT,Germany,H2,1982
01-MAY-1982,Douglas DC-7B,N823D,Kinney Air Tankers,,Kinney Air Tankers,USA,O1,1982
01-MAY-1982,BN-2A-27 Islander,VP-FAY,FIGAS,0.0,FIGAS,Falkland Isl.,C1,1982
03-MAY-1982,Gulfstream American G-1159 Gulfstream II,7T-VHB,Algerian Government,14.0,Algerian Government,Iran,C1,1982
03-MAY-1982,Shorts SC.7 Skyvan 3M-400,PA-54,Argentine Coast Guard,0.0,Argentine Coast Guard,Falkland Isl.,O1,1982
03-MAY-1982,Shorts SC.7 Skyvan 3M-400,PA-50,Argentine Coast Guard,0.0,Argentine Coast Guard,Falkland Isl.,O1,1982
05-MAY-1982,Convair CV-440,CP-1725,T.A. Unidos,0.0,T.A. Unidos,Bolivia,A1,1982
06-MAY-1982,Learjet 23,N100TA,IBEX Corp.,4.0,IBEX Corp.,USA,A1,1982
07-MAY-1982,Douglas C-47A (DC-3),C-FQHF,Kenn Borek Air,0.0,Kenn Borek Air,Canada,A1,1982
07-MAY-1982,Antonov An-2,CCCP-02183,"Aeroflot, West Siberia",5.0,"Aeroflot, West Siberia",Russia,A1,1982
09-MAY-1982,DHC-7-103,7O-ACK,Alyemda,23.0,Alyemda,Yemen,A1,1982
10-MAY-1982,Curtiss C-46F,YN-BRG,Aeronica,0.0,Aeronica,Costa Rica,H2,1982
11-MAY-1982,Antonov An-2R,CCCP-07399,"Aeroflot, Ukraine",0.0,"Aeroflot, Ukraine",Germany,A1,1982
11-MAY-1982,Antonov An-2TP,HA-ANL,Hungarian Defense Association,9.0,Hungarian Defense Association,Hungary,A1,1982
12-MAY-1982,Lockheed C-130E Hercules,64-0543,USAF,7.0,USAF,USA,A1,1982
12-MAY-1982,Douglas DC-3 Hiper,HK-140,Transamazonica Colombia,0.0,Transamazonica Colombia,Colombia,A2,1982
12-MAY-1982,Antonov An-24T,11,Soviet AF,5.0,Soviet AF,Russia,A1,1982
15-MAY-1982,Martin 4-0-4,N40445,private,0.0,private,USA,A1,1982
15-MAY-1982,DHC-6 Twin Otter 300,C-GKBO,"Kenn Borek Air, op.for Panarctic Oils",0.0,"Kenn Borek Air, op.for Panarctic Oils",Arctic Ocean,A1,1982
16-MAY-1982,DHC-6 Twin Otter 200,N103AQ,"Kodiak Aviation, op.for Wien Air Alaska",0.0,"Kodiak Aviation, op.for Wien Air Alaska",USA,A1,1982
16-MAY-1982,Learjet 25B,PT-KZY,TAM,0.0,TAM,Brazil,A1,1982
18-MAY-1982,Douglas DC-3C,HK-1503,Taxi AÃ©reo del Guaviare,0.0,Taxi AÃ©reo del Guaviare,Colombia,H2,1982
19-MAY-1982,Cessna 551 Citation II/SP,D-IJHM,Hurler Flugdienst,8.0,Hurler Flugdienst,Germany,A1,1982
21-MAY-1982,BAC One-Eleven,no registeration,Philippine Air Lines,0.0,Philippine Air Lines,Philippines,H2,1982
22-MAY-1982,Learjet 23,N808JA,Jet America Int.,0.0,Jet America Int.,USA,O1,1982
22-MAY-1982,Embraer EMB-110P Bandeirante,PT-GKC,Rio Sul,0.0,Rio Sul,Brazil,A1,1982
25-MAY-1982,Boeing 737-2A1,PP-SMY,VASP,2.0,VASP,Brazil,A1,1982
27-MAY-1982,Boeing 727-2B6,no registeration,RAM,0.0,RAM,Tunisia,H2,1982
29-MAY-1982,Morane Saulnier MS.760 Paris I,96,French AF,,French AF,France,A1,1982
29-MAY-1982,Embraer EMB-110P1 Bandeirante,HK-2743,TAVINA,0.0,TAVINA,Colombia,A1,1982
31-MAY-1982,Yakovlev Yak-40,CCCP-87485,"Aeroflot, North Kavkaz",0.0,"Aeroflot, North Kavkaz",Ukraine,A1,1982
01-JUN-1982,Lockheed C-130H Hercules,TC-63,Argentine AF,7.0,Argentine AF,Falkland Isl.,C1,1982
01-JUN-1982,Fairchild C-123J Provider,56-4391,South Korea AF,53.0,South Korea AF,South Korea,A1,1982
02-JUN-1982,DC-9-32,C-FTLY,Air Canada,0.0,Air Canada,Canada,O1,1982
02-JUN-1982,IAI Arava 201,FAC-951,Colombian AF,0.0,Colombian AF,Colombia,A1,1982
03-JUN-1982,Antonov An-2R,CCCP-40736,"Aeroflot, Far East",0.0,"Aeroflot, Far East",Russia,A1,1982
04-JUN-1982,Antonov An-2R,SP-WCF,WSK Okecie,,WSK Okecie,Poland,U1,1982
04-JUN-1982,Antonov An-2R,CCCP-62640,"Aeroflot, Lithuania",0.0,"Aeroflot, Lithuania",Russia,A1,1982
06-JUN-1982,Douglas C-47A (DC-3),N95C,Fromhagen Aviation,0.0,Fromhagen Aviation,USA,A1,1982
07-JUN-1982,Learjet 35A,T-24,Argentine AF,5.0,Argentine AF,Falkland Isl.,C1,1982
08-JUN-1982,Boeing 727-212,PP-SRK,VASP,137.0,VASP,Brazil,A1,1982
09-JUN-1982,Fokker F-27 Friendship 600,VH-TQQ,TAA,0.0,TAA,Australia,A1,1982
09-JUN-1982,unknown,no registeration,LOT,0.0,LOT,Poland,H2,1982
11-JUN-1982,Antonov An-2R,CCCP-56431,"Aeroflot, North Kavkaz",0.0,"Aeroflot, North Kavkaz",Russia,A1,1982
12-JUN-1982,Boeing 720-023B,OD-AFP,MEA,0.0,MEA,Lebanon,C1,1982
12-JUN-1982,Fairchild FH-227B,PT-LBV,TABA,44.0,TABA,Brazil,A1,1982
16-JUN-1982,Boeing 720-023B,OD-AFU,MEA,0.0,MEA,Lebanon,C1,1982
16-JUN-1982,Boeing 720-023B,OD-AFW,MEA,0.0,MEA,Lebanon,C1,1982
16-JUN-1982,Boeing 720-047B,OD-AGR,MEA,0.0,MEA,Lebanon,C1,1982
16-JUN-1982,Boeing 707-323C,OD-AGN,TMA,0.0,TMA,Lebanon,C1,1982
16-JUN-1982,Boeing 707-3B4C,OD-AFB,MEA,0.0,MEA,Lebanon,C1,1982
17-JUN-1982,Tupolev Tu-134IK,CCCP-65687,Ministry of Radio Equipment Production,15.0,Ministry of Radio Equipment Production,Russia,A1,1982
22-JUN-1982,Boeing 707-437,VT-DJJ,Air-India,17.0,Air-India,India,A1,1982
23-JUN-1982,DHC-7-102,no registeration,Henson Airlines,0.0,Henson Airlines,USA,H2,1982
24-JUN-1982,Boeing 747-236B,G-BDXH,British Airways,0.0,British Airways,Indonesia,A2,1982
25-JUN-1982,DC-8-62,LN-MOW,SAS,0.0,SAS,Denmark,A2,1982
28-JUN-1982,Yakovlev Yak-42,CCCP-42529,"Aeroflot, Leningrad",132.0,"Aeroflot, Leningrad",Belarus,A1,1982
29-JUN-1982,Fairchild F-27A,C-FTPA,Norcanair,0.0,Norcanair,Canada,A1,1982
30-JUN-1982,Boeing 747-243B,no registeration,Alitalia,0.0,Alitalia,Thailand,H2,1982
06-JUL-1982,Ilyushin Il-62M,CCCP-86513,"Aeroflot, International",90.0,"Aeroflot, International",Russia,A1,1982
06-JUL-1982,BN-2A-8 Islander,9M-MDD,MAS,,MAS,Malaysia,A1,1982
09-JUL-1982,Boeing 727-235,N4737,Pan Am,,Pan Am,USA,A1,1982
10-JUL-1982,Alenia G-222TCM,MM62106,Italian AF,4.0,Italian AF,Italy,A1,1982
11-JUL-1982,Hawker Siddeley HS-748,RP-C1014,Philippine Air Lines,1.0,Philippine Air Lines,Philippines,A1,1982
14-JUL-1982,Swearingen SA226-AT Merlin IV,ZS-JLZ,"South African AF, lsf South African Police",8.0,"South African AF, lsf South African Police",South Africa,A1,1982
16-JUL-1982,Antonov An-2T,CCCP-15970,"Aeroflot, Yakutsk",0.0,"Aeroflot, Yakutsk",Russia,A1,1982
22-JUL-1982,Martin 4-0-4,no registeration,Marco Island Airways,0.0,Marco Island Airways,Cuba,H2,1982
25-JUL-1982,Ilyushin Il-18,no registeration,CAAC,0.0,CAAC,China,H2,1982
30-JUL-1982,Douglas C-47D (DC-3),N102BL,Pronto Aviation Services,0.0,Pronto Aviation Services,USA,A1,1982
30-JUL-1982,Lockheed HC-130H Hercules,1600,US Coast Guard,2.0,US Coast Guard,USA,A1,1982
30-JUL-1982,Vickers 843 Viscount,50258,China Air Force,1.0,China Air Force,China,H2,1982
01-AUG-1982,Boeing 720-047B,OD-AGG,MEA,0.0,MEA,Lebanon,C1,1982
04-AUG-1982,Boeing 727-21,HK-2559,Aerotal Colombia,0.0,Aerotal Colombia,Colombia,A1,1982
04-AUG-1982,Boeing 737-200,no registeration,Indian Airlines,0.0,Indian Airlines,India,H2,1982
11-AUG-1982,Boeing 747-121,N754PA,Pan Am,1.0,Pan Am,Pacific Ocean,C2,1982
